timestamp,S7-T1,S2-T1,S19-T1,S56-T3,S85-T3,S16-T3,S16-T1,S94-T3,S28-T1,S62-T3,S14-T3,S8-T1,S8-T3,S34-T3,S6-T2,S29-T3,S64-T1,S11-T1,S76-T3,S59-T1,S58-T1,S58-T3,S21-T3,S96-T3,S30-T1,S77-T1,S35-T3,S71-T3,S89-T1,S51-T3,S51-T1,S38-T3,S79-T1,S79-T3,S33-T3,S33-T1,S50-T3,S1-T3,S49-T1,S60-T3,S48-T2,S98-T3,S3-T3,S3-T1,S70-T3,S17-T1,S78-T1,S80-T3,S66-T3,S27-T3,S27-T1,S92-T3,S12-T2,S7-T3,S19-T3,S23-T1,S86-T1,S67-T3,S25-T3,S10-T3,S10-T1,S20-T3,S31-T1,S41-T3,S29-T1,S32-T1,S26-T1,S53-T1,S4-T3,S82-T1,S82-T3,S91-T1,S91-T3,S30-T3,S24-T1,S99-T1,S99-T3,S88-T1,S74-T3,S39-T3,S45-T2,S38-T1,S42-T2,S42-T1,S1-T2,S84-T1,S46-T1,S68-T1,S68-T3,S60-T1,S48-T3,S13-T3,S80-T2,S66-T1,S92-T1,S5-T3,S12-T3,S12-T1,S69-T3,S2-T3,S22-T1,S65-T1,S67-T1,S6-T3,S31-T3,S9-T1,S64-T2,S76-T1,S26-T3,S72-T1,S37-T1,S37-T3,S15-T1,S82-T2,S35-T1,S88-T2,S18-T3,S18-T1,S18-T2,S39-T1,S45-T3,S95-T1,S49-T3,S49-T2,S46-T3,S98-T1,S13-T1,S83-T1,S66-T2,S63-T3,S22-T3,S22-T2,S47-T1,S94-T1,S64-T3,S11-T3,S76-T2,S59-T3,S57-T1,S24-T3,S45-T1,S38-T2,S50-T1,S84-T3,S3-T2,S70-T1,S97-T1,S93-T3,S63-T1,S69-T1,S69-T2,S23-T3,S52-T2,S52-T1,S86-T2,S34-T1,S87-T3,S75-T1,S75-T3,S53-T2,S53-T3,S4-T1,S59-T2,S72-T3,S58-T2,S15-T2,S89-T2,S89-T3,S95-T3,S1-T1,S81-T1,S93-T2,S56-T1,S47-T3,S67-T2,S28-T3,S34-T2,S6-T1,S9-T3,S87-T1,S32-T3,S26-T2,S15-T3,S57-T3,S77-T3,S36-T3,S42-T3,S46-T2,S97-T3,S17-T3,S93-T1,S83-T3,S85-T2,S62-T1,S20-T1,S41-T1,S74-T1,S70-T2,S5-T1,S52-T3,S65-T3,S96-T1,S71-T1,S84-T2,S17-T2,S86-T3,S14-T2,S14-T1,S8-T2,S29-T2,S72-T2,S91-T2,S74-T2,S33-T2,S81-T3,S48-T1,S78-T3,S80-T1,S85-T1,S57-T2,S77-T2,S88-T3,S36-T1,S50-T2,S81-T2,S78-T2,S63-T2,S87-T2,S30-T2,S24-T2,S83-T2,S10-T2,S4-T2,S71-T2,S36-T2,S79-T2,S16-T2,S94-T2,S9-T2,S21-T1,S92-T2,S11-T2,S51-T2,S60-T2,S19-T2,S62-T2,S31-T2,S96-T2,S27-T2,S23-T2,S28-T2,S37-T2,S39-T2,S68-T2,S56-T2,S41-T2,S35-T2,S7-T2,S75-T2,S20-T2,S95-T2,S5-T2,S2-T2,S47-T2,S65-T2,S32-T2,S21-T2,S13-T2,S97-T2,S25-T1,S25-T2,S98-T2,S99-T2
2020-11-21T12:15:00+00:00,Offline,Offline,Offline,Available,Available,Charging,Available,Passive,Available,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Passive,Available,Available,Charging,Charging,Available,Available,Passive,Available,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Charging,Available,Charging,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Passive,Available,Available,Available,Offline,Offline,Offline,Available,Available,Passive,Passive,Passive,Available,Passive,Available,Available,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Available,Available,Charging,Available,Offline,Offline,Offline,Available,Charging,Passive,Available,Available,Available,Passive,Charging,Passive,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Charging,Charging,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Passive,Available,Passive,Available,Down,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Passive,Charging,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Offline,Available,Down,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Available,Available,Passive,Charging,Charging,Available,Available,Available,Passive,Down,Passive,Passive,Available,Passive,Offline,Passive,Offline,Passive,Available,Available,Available,Available,Available,Passive,Passive,Available,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Down,Offline,Offline,Offline,Available,Available,Down,Available,Available,Available,Available,Offline,Down,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Passive,Available,Available,Available,Available,Available
2020-11-21T12:30:00+00:00,Offline,Offline,Offline,Available,Available,Charging,Available,Passive,Available,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Passive,Available,Available,Charging,Charging,Available,Available,Passive,Available,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Charging,Available,Charging,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Passive,Available,Available,Available,Offline,Offline,Offline,Available,Available,Passive,Passive,Passive,Available,Passive,Passive,Available,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Available,Available,Charging,Available,Offline,Offline,Offline,Available,Charging,Passive,Available,Available,Available,Passive,Charging,Passive,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Charging,Charging,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Passive,Available,Passive,Available,Down,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Passive,Charging,Available,Available,Available,Available,Down,Down,Down,Available,Available,Available,Available,Available,Down,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Available,Available,Passive,Charging,Charging,Available,Charging,Available,Passive,Down,Passive,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Available,Available,Passive,Passive,Available,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Down,Available,Available,Available,Available,Offline,Down,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Passive,Available,Available,Available,Available,Available
2020-11-21T12:45:00+00:00,Offline,Offline,Offline,Available,Available,Charging,Available,Passive,Available,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Passive,Available,Available,Charging,Charging,Available,Available,Passive,Available,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Charging,Available,Charging,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Passive,Available,Available,Available,Offline,Offline,Offline,Available,Available,Passive,Passive,Passive,Available,Passive,Available,Available,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Available,Available,Charging,Available,Offline,Offline,Offline,Available,Charging,Passive,Available,Available,Available,Passive,Charging,Passive,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Charging,Charging,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Passive,Available,Passive,Available,Down,Available,Charging,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Passive,Charging,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Offline,Available,Down,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Available,Available,Passive,Charging,Charging,Available,Available,Available,Passive,Down,Passive,Passive,Available,Passive,Offline,Passive,Offline,Passive,Available,Available,Available,Available,Available,Passive,Passive,Available,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Down,Offline,Offline,Offline,Available,Available,Down,Available,Available,Available,Available,Offline,Down,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Passive,Available,Available,Available,Available,Available
2020-11-21T13:00:00+00:00,Offline,Offline,Offline,Available,Available,Charging,Available,Passive,Available,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Passive,Available,Available,Charging,Charging,Available,Available,Passive,Available,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Charging,Available,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Passive,Available,Available,Available,Offline,Offline,Offline,Available,Available,Passive,Passive,Passive,Available,Passive,Passive,Available,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Available,Available,Charging,Available,Offline,Offline,Offline,Available,Charging,Passive,Available,Available,Available,Passive,Charging,Passive,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Charging,Charging,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Passive,Available,Passive,Available,Down,Available,Charging,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Passive,Charging,Available,Available,Available,Available,Down,Down,Down,Available,Available,Available,Available,Available,Down,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Available,Available,Passive,Charging,Charging,Available,Available,Available,Passive,Down,Passive,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Available,Available,Passive,Passive,Available,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Down,Available,Available,Available,Available,Offline,Offline,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Passive,Available,Available,Available,Available,Available
2020-11-21T13:15:00+00:00,Offline,Offline,Offline,Available,Available,Charging,Available,Passive,Available,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Passive,Available,Available,Charging,Charging,Available,Available,Passive,Available,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Charging,Available,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Passive,Available,Available,Available,Offline,Offline,Offline,Available,Available,Passive,Passive,Passive,Available,Passive,Available,Available,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Available,Available,Charging,Available,Offline,Offline,Offline,Available,Charging,Passive,Available,Available,Available,Passive,Charging,Passive,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Charging,Charging,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Passive,Available,Passive,Available,Down,Available,Charging,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Passive,Charging,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Offline,Available,Down,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Available,Available,Passive,Charging,Charging,Available,Available,Available,Passive,Down,Passive,Passive,Available,Passive,Offline,Passive,Offline,Passive,Available,Available,Available,Available,Available,Passive,Passive,Available,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Down,Offline,Offline,Offline,Available,Available,Down,Available,Available,Available,Available,Offline,Down,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Passive,Available,Available,Available,Available,Available
2020-11-21T13:30:00+00:00,Offline,Offline,Offline,Available,Available,Charging,Available,Passive,Available,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Passive,Available,Available,Charging,Charging,Available,Available,Passive,Available,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Charging,Available,Charging,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Passive,Available,Available,Available,Offline,Offline,Offline,Available,Available,Passive,Passive,Passive,Available,Passive,Passive,Available,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Available,Available,Charging,Available,Offline,Offline,Offline,Available,Charging,Passive,Available,Available,Available,Passive,Charging,Passive,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Charging,Charging,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Passive,Available,Passive,Available,Down,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Passive,Charging,Available,Available,Available,Available,Down,Down,Down,Available,Available,Available,Available,Available,Down,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Available,Available,Passive,Charging,Charging,Available,Available,Available,Passive,Down,Passive,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Available,Available,Passive,Passive,Available,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Down,Available,Available,Available,Available,Offline,Down,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Passive,Available,Available,Available,Available,Available
2020-11-21T13:45:00+00:00,Offline,Offline,Offline,Available,Available,Charging,Available,Passive,Available,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Passive,Available,Available,Available,Charging,Available,Available,Passive,Available,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Charging,Available,Charging,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Passive,Available,Available,Available,Offline,Offline,Offline,Available,Available,Passive,Passive,Passive,Available,Charging,Available,Available,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Available,Available,Charging,Available,Offline,Offline,Offline,Available,Charging,Passive,Available,Available,Available,Passive,Charging,Passive,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Charging,Charging,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Passive,Available,Passive,Available,Down,Available,Charging,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Passive,Charging,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Offline,Available,Down,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Available,Available,Passive,Charging,Charging,Available,Available,Available,Passive,Down,Passive,Available,Available,Passive,Available,Passive,Offline,Passive,Available,Passive,Available,Available,Available,Passive,Passive,Available,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Down,Offline,Offline,Offline,Available,Available,Down,Available,Available,Available,Available,Offline,Down,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Passive,Available,Available,Available,Available,Available
2020-11-21T14:00:00+00:00,Offline,Offline,Offline,Charging,Available,Available,Available,Passive,Available,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Passive,Available,Available,Charging,Charging,Available,Available,Passive,Available,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Charging,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Passive,Available,Available,Available,Offline,Offline,Offline,Available,Available,Passive,Passive,Available,Available,Passive,Available,Available,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Passive,Available,Charging,Passive,Available,Available,Available,Passive,Available,Passive,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Available,Charging,Charging,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Passive,Available,Available,Available,Down,Available,Available,Available,Available,Charging,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Passive,Available,Available,Available,Available,Available,Down,Down,Down,Available,Available,Available,Available,Available,Down,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Available,Available,Passive,Available,Charging,Charging,Available,Available,Passive,Down,Passive,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Charging,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Offline,Down,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Passive,Available,Available,Available,Available,Available
2020-11-21T14:15:00+00:00,Offline,Offline,Offline,Charging,Available,Available,Available,Passive,Available,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Passive,Available,Available,Charging,Charging,Available,Available,Passive,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Charging,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Passive,Available,Available,Available,Offline,Offline,Offline,Available,Available,Passive,Passive,Available,Available,Passive,Available,Available,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Passive,Available,Charging,Passive,Available,Available,Available,Passive,Available,Passive,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Available,Charging,Charging,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Passive,Available,Available,Available,Down,Available,Available,Available,Available,Charging,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Passive,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Down,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Available,Available,Passive,Available,Charging,Charging,Available,Available,Passive,Down,Passive,Passive,Available,Passive,Offline,Passive,Offline,Passive,Available,Passive,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Charging,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Down,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Offline,Down,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Passive,Available,Available,Available,Available,Available
2020-11-21T14:30:00+00:00,Offline,Offline,Offline,Charging,Available,Available,Available,Passive,Available,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Passive,Available,Available,Charging,Charging,Available,Available,Passive,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Charging,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Passive,Available,Available,Available,Offline,Offline,Offline,Available,Available,Passive,Passive,Available,Available,Passive,Available,Available,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Passive,Available,Charging,Passive,Available,Available,Available,Passive,Available,Passive,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Available,Charging,Charging,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Passive,Available,Available,Available,Down,Available,Charging,Available,Available,Charging,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Passive,Available,Available,Available,Available,Available,Down,Down,Down,Available,Available,Available,Available,Available,Down,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Available,Available,Passive,Available,Charging,Charging,Available,Available,Passive,Down,Passive,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Charging,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Offline,Down,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Passive,Available,Available,Available,Available,Available
2020-11-21T14:45:00+00:00,Offline,Offline,Offline,Charging,Available,Available,Available,Passive,Available,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Passive,Available,Available,Charging,Charging,Available,Available,Passive,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Charging,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Passive,Available,Available,Available,Offline,Offline,Offline,Available,Available,Passive,Passive,Available,Available,Passive,Available,Available,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Passive,Available,Passive,Passive,Available,Available,Available,Passive,Available,Passive,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Available,Charging,Charging,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Passive,Available,Available,Available,Down,Available,Charging,Available,Available,Charging,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Passive,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Down,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Available,Available,Passive,Available,Charging,Charging,Available,Available,Passive,Down,Passive,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Charging,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Down,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Offline,Down,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Passive,Available,Available,Available,Available,Available
2020-11-21T15:00:00+00:00,Offline,Offline,Offline,Charging,Available,Available,Available,Passive,Available,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Passive,Available,Available,Charging,Charging,Available,Available,Passive,Available,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Charging,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Passive,Available,Available,Available,Offline,Offline,Offline,Available,Available,Passive,Passive,Available,Available,Passive,Available,Available,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Passive,Available,Charging,Passive,Available,Available,Available,Passive,Available,Passive,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Available,Charging,Charging,Available,Offline,Offline,Offline,Available,Available,Available,Available,Passive,Passive,Available,Available,Available,Down,Available,Charging,Available,Available,Charging,Available,Available,Available,Available,Available,Available,Available,Charging,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Passive,Available,Available,Available,Available,Available,Down,Down,Down,Available,Available,Available,Available,Available,Down,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Available,Available,Passive,Available,Charging,Charging,Available,Available,Passive,Down,Passive,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Passive,Available,Available,Available,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Available,Available,Charging,Passive,Available,Available,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Offline,Charging,Available,Down,Available,Available,Available,Available,Offline,Down,Available,Passive,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Offline,Offline,Offline,Available,Available,Available,Available,Available,Available,Passive,Available,Available,Available,Available,Available
